weight_name,momentum_rank,ret_14_rank,ret_21_rank,accel_rank,near_high_rank,multiple,cagr,sharpe,mdd,turnover
all5_041,0.4210978413102323,0.07467173241581954,0.35218587845781363,0.1091382038409018,0.04290634397523275,67.90965893255321,2.4338495441578436,1.8887788402207928,-0.5373737925034299,39.559655485349204
all5_050,0.43496306355079223,0.11905447715786815,0.27302065795894687,0.11199364707460248,0.06096815425779022,65.70250267153922,2.400826323841933,1.871265304654074,-0.5373737925034299,39.55965539928655
all5_091,0.26731553444517253,0.02208084220584013,0.5120626795434111,0.06071404137943408,0.13782690242614207,65.66177746188872,2.4002096728935376,1.8785904297647782,-0.5078751284617206,39.559538345415355
all5_035,0.4513018747519567,0.06740479762306861,0.2134826845987025,0.0741663700329037,0.1936442729933684,65.35592645059228,2.3955698840114867,1.8761281530863751,-0.526892927213259,38.97365426502769
all5_071,0.379633123217395,0.1956656230768943,0.15371849516704655,0.06312816604032565,0.2078545924983385,64.58333328092675,2.3837807600977525,1.8595036915137166,-0.4894597852870276,39.559849699737
all5_112,0.5844854603498307,0.041712252244149615,0.08876748191007966,0.051937883306032516,0.23309692218990755,60.486579409756075,2.3195419433347837,1.8551574230103207,-0.5490774197681951,39.55987623446606
all5_042,0.6531384439591088,0.10637067303516357,0.17319124764768387,0.025412697685655686,0.04188693767238809,60.45554578785656,2.319043737600991,1.9519803133719156,-0.5373737925034298,36.04380404341947
all5_125,0.6939520324624604,0.1782146453249989,0.1087080911957932,0.0006722013751454367,0.018453029641602073,60.45554578785656,2.319043737600991,1.9519803133719156,-0.5373737925034298,36.04380404341947
all5_118,0.41720571981313076,0.09745690759311605,0.2932510811772789,0.1353360936495487,0.05675019776692552,59.925201403253254,2.3105016202189366,1.8367342141628638,-0.5373737925034302,39.55965840737154
all5_062,0.4560360219146591,0.08140291085175046,0.08682235830051722,0.057640116223267895,0.3180985927098054,59.7237329458631,2.3072426014759277,1.8527457516523025,-0.5486544980498035,38.97360842306904
all5_171,0.4626909521920994,0.031088536155680094,0.22545889425480395,0.08906160347384169,0.19170001392357486,58.892077528209995,2.2937065494593005,1.849325156748344,-0.5268929272132585,39.55975460685128
all5_109,0.5156901527313248,0.15054157656067585,0.15042542237291887,0.12825666829001053,0.05508618004506999,58.096610668465814,2.2806323619887303,1.8267231439754892,-0.5433611561570582,40.14569366444654
all5_033,0.2963691607621994,0.043514634628175154,0.37080515362641,0.09784616520440058,0.19146488577881499,57.79924403408472,2.2757123601452016,1.8281129487250452,-0.5268929272132589,39.55975733375937
all5_155,0.39034613841788013,0.10659037598509911,0.18317332593971136,0.10231235432554382,0.2175778053317657,56.785906211557965,2.258810735817553,1.820561464190617,-0.5268929272132583,38.973732871257155
all5_065,0.4748735059886001,0.062268810806833795,0.1990291075243279,0.010680185188754342,0.25314839049148385,56.37953577595299,2.2519728549992517,1.8465748325311264,-0.5486544980498038,38.97368438845306
