candidate,train_percentile,test_percentile,train_sharpe,test_sharpe
parameter_ensemble_20bps,0.53125,0.3125,0.08645279987692818,0.03956775740792146
primary,0.8125,0.65625,0.07792833812678163,0.06440596894746359
parameter_ensemble_20bps,0.53125,0.1875,0.07239015282953885,0.05874406653815558
primary,0.8125,0.53125,0.07103434010909579,0.07190592455251656
parameter_ensemble_20bps,0.5,0.21875,0.06643395130344065,0.06535835682788213
primary,0.90625,0.4375,0.09078000551047406,0.04896734556094676
parameter_ensemble_20bps,0.46875,0.21875,0.08577909679250369,0.04271398593970611
primary,0.8125,0.75,0.062059476915392965,0.08240775740732094
parameter_ensemble_20bps,0.53125,0.4375,0.055548668591983714,0.07811509969459304
primary,0.84375,0.53125,0.0817728252635714,0.059439512750979244
parameter_ensemble_20bps,0.5,0.28125,0.07489145706529589,0.05549085145826032
primary,0.84375,0.53125,0.07523477276172705,0.06750467741784699
parameter_ensemble_20bps,0.5,0.25,0.06916712634272881,0.06247938134476198
primary,0.78125,0.75,0.09657314201917823,0.037265872664345445
parameter_ensemble_20bps,0.53125,0.34375,0.09361103967306618,0.026503184480925146
primary,0.8125,0.75,0.0912702438127988,0.04835484819358092
parameter_ensemble_20bps,0.59375,0.1875,0.08945573781919253,0.03768229237234305
primary,0.78125,0.65625,0.10889981754052155,0.020753729483114353
parameter_ensemble_20bps,0.53125,0.1875,0.10654982351690132,0.009788618260538449
primary,0.78125,0.84375,0.08225001482934663,0.058798496692401295
parameter_ensemble_20bps,0.53125,0.375,0.07857501100387898,0.05041463885224386
primary,0.8125,0.8125,0.09994325910449489,0.03064488704837624
parameter_ensemble_20bps,0.53125,0.375,0.0957633992095578,0.021931858867930466
primary,0.8125,0.75,0.09486084401405441,0.04290137529360857
parameter_ensemble_20bps,0.53125,0.3125,0.09173946450710554,0.03398628791397726
primary,0.84375,0.5,0.08206867557364263,0.05950721584900327
parameter_ensemble_20bps,0.5625,0.1875,0.07746544749147213,0.0526313841856315
primary,0.875,0.46875,0.10033722728267179,0.03353083035214659
parameter_ensemble_20bps,0.5,0.1875,0.09533137790538317,0.026839961341663342
primary,0.875,0.5,0.09545032149341719,0.04488537329311609
parameter_ensemble_20bps,0.53125,0.21875,0.09149723671203361,0.03758756172610479
primary,0.875,0.53125,0.08587636250837481,0.054490342412341936
parameter_ensemble_20bps,0.53125,0.21875,0.079932854798857,0.04932475780991745
primary,0.75,0.84375,0.0972222184378711,0.04068362224519883
parameter_ensemble_20bps,0.5,0.375,0.09134113881410355,0.03496770850138771
primary,0.78125,0.8125,0.0922578154035481,0.05082471077173944
parameter_ensemble_20bps,0.46875,0.25,0.08734455832381702,0.04438386382877927
primary,0.78125,0.625,0.11067304876430538,0.026202610071304165
parameter_ensemble_20bps,0.5,0.25,0.10551173490019916,0.020233297211526332
primary,0.625,0.78125,0.08209196035547724,0.05992838834400995
parameter_ensemble_20bps,0.375,0.4375,0.07524853631901224,0.0556668299193611
primary,0.71875,0.875,0.10067203218037588,0.034890127137018126
parameter_ensemble_20bps,0.46875,0.4375,0.09359248284301663,0.03117508879309814
primary,0.71875,0.90625,0.09593080775445496,0.045855537977390566
parameter_ensemble_20bps,0.46875,0.375,0.08974014624787859,0.04114087498855025
primary,0.78125,0.53125,0.08229758839845837,0.060927957058021745
parameter_ensemble_20bps,0.53125,0.21875,0.07425766459737518,0.05773585001293302
primary,0.875,0.5,0.10151596500690073,0.037456838693508694
parameter_ensemble_20bps,0.5,0.25,0.09342153771579069,0.03500803383973736
primary,0.90625,0.5,0.09717062420684569,0.047762221022089574
parameter_ensemble_20bps,0.5,0.25,0.0899291157383889,0.04419031174614418
primary,0.875,0.625,0.08624576445814351,0.056278067785947836
parameter_ensemble_20bps,0.46875,0.3125,0.07689282651992299,0.0547662952413088
primary,0.71875,0.84375,0.10200825645105877,0.036849051738780315
parameter_ensemble_20bps,0.53125,0.375,0.0970631516451536,0.029977987844935425
primary,0.78125,0.625,0.1191795692941844,0.008703656054867575
parameter_ensemble_20bps,0.5,0.15625,0.11396634798768912,0.002218850566628174
primary,0.8125,0.6875,0.11605182154464809,0.02306656556620916
parameter_ensemble_20bps,0.5,0.25,0.11196164670999172,0.016063190764297144
primary,0.78125,0.84375,0.10538149643704083,0.031114552622186372
parameter_ensemble_20bps,0.5,0.40625,0.09925487070476266,0.026205848161521408
primary,0.84375,0.5625,0.1066831167960032,0.03394996581438887
parameter_ensemble_20bps,0.5,0.25,0.09959534981677601,0.030362108106293428
primary,0.59375,0.84375,0.05824723748264902,0.08719553352271375
parameter_ensemble_20bps,0.25,0.46875,0.05369814451476066,0.08113864152078222
primary,0.71875,0.84375,0.04927664864864809,0.09235326936862016
parameter_ensemble_20bps,0.3125,0.4375,0.04576061526359501,0.08530372679260924
primary,0.84375,0.8125,0.07118654661295903,0.07194446221620275
parameter_ensemble_20bps,0.4375,0.5,0.0669552984279393,0.06492583079636617
primary,0.46875,0.8125,0.04092146367493878,0.10331579815597547
parameter_ensemble_20bps,0.28125,0.46875,0.03548195869295977,0.09857726428785721
primary,0.5,0.78125,0.06261158553699123,0.0831412902678636
parameter_ensemble_20bps,0.25,0.4375,0.05651294904204454,0.07847187939082151
primary,0.625,0.84375,0.054178842612624185,0.08859507784083051
parameter_ensemble_20bps,0.25,0.46875,0.04891877535387778,0.08283111314226423
primary,0.875,0.71875,0.03858329422324149,0.10184115421621169
parameter_ensemble_20bps,0.40625,0.5,0.03182383946950154,0.0979112714459702
primary,0.9375,0.65625,0.06149006356924703,0.08234502771311959
parameter_ensemble_20bps,0.46875,0.46875,0.054225840570437445,0.07868884614278798
primary,0.90625,0.6875,0.05277146507734082,0.0881205442097059
parameter_ensemble_20bps,0.40625,0.34375,0.04621903851787191,0.08334948574782998
primary,0.90625,0.75,0.043830471659661044,0.09833989146687551
parameter_ensemble_20bps,0.3125,0.5,0.03527502762174823,0.09566353402200836
primary,0.625,0.9375,0.06201984044219333,0.08179263273975707
parameter_ensemble_20bps,0.28125,0.4375,0.05841716067205014,0.07447963416206017
primary,0.71875,0.9375,0.08201230219867023,0.05922005409106849
parameter_ensemble_20bps,0.40625,0.40625,0.07775019263637577,0.05178612336830269
primary,0.8125,0.875,0.07551261436922299,0.06731100718476937
parameter_ensemble_20bps,0.46875,0.4375,0.07232411400706566,0.05923743424268227
primary,0.5625,0.84375,0.06637813136554066,0.07762187652811912
parameter_ensemble_20bps,0.25,0.46875,0.06121674976899055,0.07171435571149208
primary,0.8125,0.71875,0.0655591739328699,0.07742137144008394
parameter_ensemble_20bps,0.46875,0.5,0.05926534598157425,0.07261948938530452
primary,0.625,0.84375,0.06057993384155922,0.08142125862950934
parameter_ensemble_20bps,0.25,0.5,0.0533476813198035,0.07748449568123116
primary,0.75,0.8125,0.08197297203605694,0.06045793375419541
parameter_ensemble_20bps,0.3125,0.46875,0.07443095173589398,0.056928181969985815
primary,0.8125,0.84375,0.0756360545596728,0.06834186039943171
parameter_ensemble_20bps,0.375,0.5,0.06887892033332965,0.06378109022398952
primary,0.65625,0.8125,0.06522942238928746,0.07741656392953847
parameter_ensemble_20bps,0.21875,0.53125,0.056423484100805124,0.07490841339547201
primary,0.84375,0.75,0.0646917053515711,0.0776563701067206
parameter_ensemble_20bps,0.4375,0.5,0.05434806570348337,0.0759900156742475
primary,0.78125,0.8125,0.08681898860536401,0.05637893365634198
parameter_ensemble_20bps,0.40625,0.46875,0.08025776304446781,0.051731328991796
primary,0.8125,0.78125,0.08811364492384707,0.050410462941048645
parameter_ensemble_20bps,0.46875,0.375,0.08439109671986329,0.04173436814495491
primary,0.65625,0.875,0.07994318941321235,0.06298140144017667
parameter_ensemble_20bps,0.28125,0.40625,0.07449923572512926,0.05705105825853903
primary,0.78125,0.84375,0.07324844633633096,0.0703794142050675
parameter_ensemble_20bps,0.46875,0.4375,0.06869777932074682,0.06352211628305605
primary,0.78125,0.875,0.09167095122617604,0.04459527915923898
parameter_ensemble_20bps,0.46875,0.4375,0.0866789759036197,0.03782173255444546
primary,0.875,0.6875,0.07942343860194243,0.06272294955446844
parameter_ensemble_20bps,0.5,0.40625,0.07302192117862495,0.05819902378570537
primary,0.90625,0.53125,0.07266695550355735,0.07036107368234268
parameter_ensemble_20bps,0.46875,0.25,0.06710271235708806,0.06478731065238971
primary,0.9375,0.46875,0.09176596364943616,0.04623004183555451
parameter_ensemble_20bps,0.5,0.25,0.08588400235472461,0.041087451342835805
primary,0.84375,0.75,0.06410866109024987,0.08162074782183872
parameter_ensemble_20bps,0.5,0.46875,0.05670494202672344,0.07842851392835698
primary,0.90625,0.65625,0.08316378080163717,0.057505972061721096
parameter_ensemble_20bps,0.46875,0.4375,0.07546650665455841,0.0548131633498959
primary,0.90625,0.5625,0.07673210463169725,0.06578800267414187
parameter_ensemble_20bps,0.46875,0.28125,0.06976255367922464,0.06181597928783473
primary,0.78125,0.875,0.09754710283550733,0.03362229691723232
parameter_ensemble_20bps,0.5,0.375,0.09372510362101737,0.02373970092370154
primary,0.78125,0.875,0.0922394890002361,0.04557893233968371
parameter_ensemble_20bps,0.5,0.375,0.08946848137789469,0.035765170260755534
primary,0.78125,0.84375,0.10942803171531486,0.01579008755683786
parameter_ensemble_20bps,0.5,0.21875,0.10619591806201024,0.00577795341750013
primary,0.78125,0.875,0.08362542875489838,0.05682050975623996
parameter_ensemble_20bps,0.40625,0.40625,0.07905344521587708,0.049446716651137035
primary,0.78125,0.8125,0.10085376177924425,0.026316147975984524
parameter_ensemble_20bps,0.5,0.375,0.09584740652294754,0.01871204971565831
primary,0.75,0.875,0.09575546713223394,0.03976117577486638
parameter_ensemble_20bps,0.5,0.40625,0.09171872498233204,0.031839855856717586
primary,0.875,0.75,0.08336546172416459,0.05741709548048453
parameter_ensemble_20bps,0.5,0.1875,0.07786564708931976,0.051588132520778804
primary,0.90625,0.5,0.1011284672561201,0.029639150430206464
parameter_ensemble_20bps,0.5,0.21875,0.09529389891610186,0.024170773762448614
primary,0.84375,0.46875,0.0961768117973429,0.041907707494463056
parameter_ensemble_20bps,0.5,0.25,0.09129865468730666,0.03565673585389279
primary,0.875,0.71875,0.08707596452447997,0.05212740125292087
parameter_ensemble_20bps,0.46875,0.3125,0.08028214092371522,0.04812801059980505
primary,0.78125,0.84375,0.09799609030738485,0.03740819805826327
parameter_ensemble_20bps,0.46875,0.4375,0.09130968912981399,0.032884257760778406
primary,0.75,0.84375,0.09293739137512462,0.04819149383017531
parameter_ensemble_20bps,0.46875,0.40625,0.08712969930256668,0.04278308884546173
primary,0.8125,0.6875,0.11087459554871981,0.022063891926648357
parameter_ensemble_20bps,0.4375,0.21875,0.10487401794541867,0.017315745495758615
primary,0.6875,0.875,0.08333216988930146,0.05781053199106401
parameter_ensemble_20bps,0.25,0.5,0.07565886202247359,0.05470764308716847
primary,0.8125,0.90625,0.10138490895757293,0.03117477160819333
parameter_ensemble_20bps,0.34375,0.5625,0.09352996727870107,0.02884247615554142
primary,0.78125,0.84375,0.09654322148432931,0.042952469472327025
parameter_ensemble_20bps,0.4375,0.46875,0.08949319987066083,0.03938915408115898
primary,0.75,0.6875,0.08338912424281643,0.058795022810333435
parameter_ensemble_20bps,0.4375,0.4375,0.07454268445007578,0.05674489254718583
primary,0.84375,0.4375,0.10203710598790884,0.03402840070327693
parameter_ensemble_20bps,0.40625,0.3125,0.093177448395619,0.03293584053148661
primary,0.8125,0.46875,0.09749185944662196,0.044994221428754075
parameter_ensemble_20bps,0.4375,0.25,0.08939494649270778,0.042564534657464514
primary,0.90625,0.6875,0.08723734675810334,0.0539281496443908
parameter_ensemble_20bps,0.40625,0.625,0.07711920378035758,0.053665312095385435
primary,0.75,0.875,0.10251262618481664,0.03338284942180476
parameter_ensemble_20bps,0.46875,0.4375,0.09673338004703992,0.02761495278532481
primary,0.8125,0.75,0.11930370083494568,0.0029513058096511282
parameter_ensemble_20bps,0.4375,0.34375,0.1133022012956009,-0.0021834337781287765
primary,0.78125,0.59375,0.11591170314625888,0.018863834517654138
parameter_ensemble_20bps,0.5,0.1875,0.11093943924286158,0.013006669778558761
primary,0.75,0.75,0.10583891040277622,0.027228231038753003
parameter_ensemble_20bps,0.46875,0.5,0.09890416649023479,0.0235995480828222
primary,0.8125,0.375,0.10688333803727626,0.03038560654095654
parameter_ensemble_20bps,0.4375,0.1875,0.09899168908665806,0.028067862287882318
primary,0.59375,0.8125,0.060448109573720314,0.08675200241237832
parameter_ensemble_20bps,0.21875,0.46875,0.054935838917423645,0.08176133917752747
primary,0.625,0.78125,0.05185663619900969,0.09168749853114
parameter_ensemble_20bps,0.25,0.53125,0.047243425939498616,0.08554441373937158
primary,0.75,0.8125,0.07286269584514349,0.07050450075819002
parameter_ensemble_20bps,0.3125,0.5,0.06767307461254282,0.06445847676947213
primary,0.5625,0.875,0.043844777120749134,0.10344866066119354
parameter_ensemble_20bps,0.25,0.53125,0.0373881918529587,0.0997490122602122
primary,0.5625,0.78125,0.06465392893892725,0.08261873104489521
parameter_ensemble_20bps,0.25,0.53125,0.05766402486662991,0.07906493307483137
primary,0.5625,0.8125,0.05653598423992843,0.08785113833463018
parameter_ensemble_20bps,0.1875,0.53125,0.050279702252661145,0.08303420822709184
primary,0.8125,0.75,0.04167718158847567,0.10157686853835557
parameter_ensemble_20bps,0.3125,0.5,0.03391502112853719,0.09865093135964559
primary,0.875,0.625,0.06355095532939388,0.08144801093526327
parameter_ensemble_20bps,0.4375,0.5,0.05540890646640308,0.07888594442906383
primary,0.875,0.65625,0.05517651975726861,0.08715255823498329
parameter_ensemble_20bps,0.40625,0.5,0.0476445558363499,0.08332772717559238
primary,0.84375,0.71875,0.04665462491887196,0.09803357675129443
parameter_ensemble_20bps,0.25,0.625,0.03720774440542965,0.09639461362780168
primary,0.625,0.875,0.06405946782086708,0.08086839224845353
parameter_ensemble_20bps,0.28125,0.5,0.059455528991757586,0.07452734085294059
primary,0.65625,0.84375,0.0833670253214888,0.05719999044502514
parameter_ensemble_20bps,0.34375,0.46875,0.07821161148725723,0.050808886256207254
primary,0.78125,0.78125,0.07696121962730622,0.06553775371608521
parameter_ensemble_20bps,0.46875,0.53125,0.07276833997725571,0.05837930880795884
primary,0.53125,0.875,0.06826107069401313,0.07657670185552533
parameter_ensemble_20bps,0.25,0.46875,0.06217146408280417,0.07169911110127788
primary,0.84375,0.6875,0.0674221139765193,0.0761458860720562
parameter_ensemble_20bps,0.4375,0.53125,0.060209640545723156,0.07237169174846171
primary,0.46875,0.84375,0.06260668436590719,0.0801851508781047
parameter_ensemble_20bps,0.21875,0.53125,0.05446990869085346,0.07728732731051714
primary,0.59375,0.78125,0.08317093336944255,0.05833902850066779
parameter_ensemble_20bps,0.21875,0.59375,0.07481102380146434,0.05597286401959375
primary,0.6875,0.78125,0.07685377984474304,0.06649043274748968
parameter_ensemble_20bps,0.28125,0.5625,0.06918526862693306,0.06293681898623173
primary,0.53125,0.8125,0.0670691082043046,0.07605862609964296
parameter_ensemble_20bps,0.1875,0.625,0.05743578606162308,0.07465342030876966
primary,0.78125,0.6875,0.06645393502803278,0.07618919573797668
parameter_ensemble_20bps,0.40625,0.53125,0.05533559564114563,0.07560286784984219
primary,0.6875,0.78125,0.08772238223622147,0.05402363569638568
parameter_ensemble_20bps,0.28125,0.5,0.0803065903530462,0.050469387998597466
primary,0.75,0.8125,0.09378735588108646,0.044582083164052974
parameter_ensemble_20bps,0.375,0.375,0.08843458739634708,0.03775806111622044
primary,0.78125,0.8125,0.08845362745559929,0.054322094594973225
parameter_ensemble_20bps,0.5,0.40625,0.08405908505056464,0.04693140834197671
primary,0.78125,0.90625,0.10705249239543288,0.029832100032576383
parameter_ensemble_20bps,0.5,0.40625,0.10221605004570211,0.022476521487640535
primary,0.65625,0.78125,0.07858186629922247,0.0637348996187409
parameter_ensemble_20bps,0.3125,0.46875,0.07242598413377134,0.05870962513673493
primary,0.75,0.78125,0.09730207522417246,0.038887708642924006
parameter_ensemble_20bps,0.375,0.40625,0.09070998628671591,0.03394939456986121
primary,0.75,0.875,0.09221546959787828,0.049424138298063615
parameter_ensemble_20bps,0.46875,0.40625,0.08649145412818411,0.04368313224919503
primary,0.8125,0.75,0.07853305930981672,0.06446795467609608
parameter_ensemble_20bps,0.53125,0.40625,0.07118026775567549,0.06051848191279658
primary,0.84375,0.5,0.09792734005845176,0.041144937089224676
parameter_ensemble_20bps,0.53125,0.3125,0.09029015482178732,0.037573431088820636
primary,0.84375,0.53125,0.09315642091415227,0.05110639874686933
parameter_ensemble_20bps,0.5,0.25,0.08632288067846246,0.04656853770219843
primary,0.84375,0.71875,0.08256732672246823,0.0598931996320065
parameter_ensemble_20bps,0.46875,0.53125,0.07384123913282484,0.057558726930084826
primary,0.8125,0.84375,0.09841874825843905,0.04053510229753758
parameter_ensemble_20bps,0.53125,0.40625,0.09392541029534225,0.03247602920414117
primary,0.8125,0.84375,0.11574334394715359,0.012525551996959584
parameter_ensemble_20bps,0.53125,0.375,0.11082609423525618,0.004202063339120135
primary,0.8125,0.875,0.11225515761770716,0.02651835876168174
parameter_ensemble_20bps,0.53125,0.21875,0.10838274267104384,0.018097074513847834
primary,0.75,0.84375,0.10186620168889918,0.0348823248364853
parameter_ensemble_20bps,0.4375,0.375,0.09614966458110903,0.028678122785316774
primary,0.875,0.53125,0.10291996226228052,0.03745515116013687
parameter_ensemble_20bps,0.53125,0.1875,0.09619074014785466,0.03268800622758918
primary,0.71875,0.90625,0.10020283049975134,0.04379413281885369
parameter_ensemble_20bps,0.34375,0.4375,0.09227752176967295,0.03972357896118024
primary,0.78125,0.9375,0.11819273091762994,0.018882418480000746
parameter_ensemble_20bps,0.46875,0.40625,0.11018349018354151,0.01530781312815542
primary,0.75,0.8125,0.11567192970547718,0.031082132865136263
parameter_ensemble_20bps,0.46875,0.34375,0.10850207191135272,0.026663389219247678
primary,0.71875,0.875,0.10367852774277787,0.03868269013024781
parameter_ensemble_20bps,0.375,0.5625,0.09459278239396915,0.03640839147228033
primary,0.875,0.53125,0.10555489993816022,0.0410193968513938
parameter_ensemble_20bps,0.4375,0.40625,0.0951675201010007,0.039753521030500893
primary,0.75,0.8125,0.12393463354071688,0.01607967959587279
parameter_ensemble_20bps,0.5,0.40625,0.11683406633923825,0.011352343877325251
primary,0.5625,0.84375,0.05681122965634393,0.08496029689630147
parameter_ensemble_20bps,0.28125,0.5,0.050570693031937695,0.08052887184626899
primary,0.625,0.859375,0.07837413515656812,0.06415838321212344
parameter_ensemble_20bps,0.25,0.46875,0.07151865258965873,0.059865335958128714
primary,0.75,0.875,0.07159902500688019,0.07169518949667501
parameter_ensemble_20bps,0.3125,0.46875,0.06556381333698291,0.06642333692038307
primary,0.46875,0.84375,0.06154621196311597,0.08103161156068633
parameter_ensemble_20bps,0.25,0.53125,0.05365317147344315,0.07797949965582432
primary,0.875,0.71875,0.06070604940961527,0.08104376516253273
parameter_ensemble_20bps,0.28125,0.5625,0.05131711761734086,0.07881082173983492
primary,0.65625,0.90625,0.08303761263124107,0.05990109966483455
parameter_ensemble_20bps,0.34375,0.46875,0.07707815198695374,0.054405582528877984
primary,0.65625,0.8125,0.0841232338726279,0.06160766408506153
parameter_ensemble_20bps,0.25,0.5625,0.0742089672076646,0.05939236422137648
